UID,V2A1,V8,V9,V18A1,V18B1,V18F1,V18G1,V18Q1,V18J1,V18L1,V18M1,R4H1,R4H2,R4H3,R4M1,R4M2,R4M3,R4T1,R4T2,R4T3,TamHog,TamViv,A5_mean,A5_sd,Escolari_mean,Escolari_sd,REZ_ESC_mean,REZ_ESC_sd,Geovar,serv_domestico_total,pensionistas_total,ZONA_2,V1_2,V1_3,V1_4,V1_5,V1_6,V2A_2,V2A_3,V2A_4,V2A_5,V3_1,V3_2,V3_3,V3_4,V3_5,V3_6,V3_7,V3_8,V4_1,V4_2,V4_3,V4_4,V4_5,V5_1,V6_1,V6_2,V6_3,V6_4,V6_5,V7A_2,V7A_3,V7B_2,V7B_3,V7C_2,V7C_3,HacDor_2,HacApo_2,V11_1,V11_2,V11_3,V12_2,V12_3,V12_4,V12_5,V12_6,V12_7,V13A_1,V13A_2,V13A_3,V13A_4,V13A_5,V14A_1,V15_1,V15_2,V15_3,V15_4,V15_5,V15_6,V16_1,V16_2,V16_3,V17A_2,V17A_3,V17A_4,V17A_5,V17A_6,V18A_2,V18B_4,V18C_6,V18D_8,V18F_4,V18G_6,V18Q_2,V18J_4,V18L_8,V18M_2,V18O_4,V18P_6,V19_1,V19C_0,V19C_1,np,provincias,factor_exp,ZONA,str_prov,region_natural,str_rn,FamilyType,StrFamilyType,urban,income,pobreza,menores12,hacinamiento,escolaridad
7909,115000.0,2,4,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,3,0,1,1,1,3,4,4,4,20.25,11.4755174175,8.25,4.96865172859,0.0,0.0,843,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,4,126,1,Brunca,4,Brunca,5,bi-parental,1,12.625159006199999,0,1,2.0,8.0
7846,400000.0,3,7,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1,1,2,0,1,1,1,2,3,3,3,27.3333333333,14.522013940499999,10.0,6.48074069841,0.0,0.0,837,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,4,116,1,Brunca,4,Brunca,5,bi-parental,1,13.4711799025,0,1,1.0,10.0
8051,50000.0,1,3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,0,1,1,1,2,3,3,3,23.0,14.1656862406,3.66666666667,2.62466929134,0.0,0.0,857,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2,4,125,1,Brunca,4,Brunca,5,bi-parental,1,12.0488846968,0,1,3.0,3.0
8035,0.0,2,4,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,3,1,2,3,2,4,6,6,6,22.8333333333,15.528647361900001,4.5,3.5,0.0,0.0,856,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,4,116,1,Brunca,4,Brunca,5,bi-parental,1,11.4698094175,1,2,3.0,4.0
8049,80000.0,2,3,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,3,0,1,1,1,3,4,4,4,20.25,11.519006033499998,7.75,4.54835134967,0.0,0.0,857,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,4,125,1,Brunca,4,Brunca,5,bi-parental,1,11.9263633723,0,1,2.0,7.0
7860,0.0,4,6,4.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,1,1,2,0,3,3,1,4,5,5,5,34.2,17.1277552528,11.0,5.366563146,0.0,0.0,839,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2,4,122,1,Brunca,4,Brunca,5,bi-parental,1,13.715372603199999,0,1,1.25,11.0
8143,50000.0,2,4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,0,1,1,1,2,3,3,3,25.3333333333,11.3235251676,4.66666666667,3.09120616517,0.0,0.0,867,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,4,124,1,Brunca,4,Brunca,5,bi-parental,1,11.414956085999998,1,1,1.5,4.0
8064,70000.0,2,4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,1,2,1,2,3,3,3,14.333333333299999,10.2089285541,6.666666666669999,4.7842333648,0.0,0.0,858,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4,124,1,Brunca,4,Brunca,5,bi-parental,1,0.0,1,1,1.5,6.0
7986,0.0,2,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,2,0,1,1,1,2,3,3,3,34.0,17.682382946500002,5.0,2.16024689947,0.0,0.0,851,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2,4,124,1,Brunca,4,Brunca,5,bi-parental,1,11.981893141099999,0,1,1.5,5.0
8236,60000.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,2,2,1,2,3,3,3,21.6666666667,9.74109279747,6.0,3.55902608401,0.0,0.0,876,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4,135,1,Brunca,4,Brunca,5,bi-parental,1,11.552155793499999,1,1,3.0,6.0
8061,20000.0,3,5,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,2,3,0,2,2,1,4,5,5,5,26.6,16.4996969669,5.2,2.71293199325,0.0,0.0,858,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,4,124,1,Brunca,4,Brunca,5,bi-parental,1,11.684258265899999,0,1,1.6666666666666667,5.0
8189,0.0,2,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,3,1,1,2,2,3,5,5,5,22.0,19.2145777992,2.8,2.63818119165,0.2,0.4,872,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,4,131,1,Brunca,4,Brunca,5,bi-parental,1,11.392800940199999,1,2,2.5,2.0
8058,75000.0,2,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,2,2,1,3,3,2,5,5,5,18.0,11.207140580899999,4.0,2.2803508502,0.0,0.0,858,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,4,124,1,Brunca,4,Brunca,5,bi-parental,1,10.6206588296,1,3,2.5,4.0
7908,76000.0,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,2,1,3,3,1,4,4,4,11.0,9.40744386111,3.0,4.63680924775,0.0,0.0,843,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,4,126,1,Brunca,4,Brunca,4,monoparental,1,11.1433244814,1,3,4.0,3.0
7983,0.0,3,5,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,2,1,3,2,1,3,3,3,21.0,16.2685791225,5.0,2.16024689947,0.0,0.0,851,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,4,124,1,Brunca,4,Brunca,4,monoparental,1,10.4943835759,1,2,1.0,5.0
8107,0.0,3,5,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2,3,0,1,1,1,3,4,4,4,25.25,14.9394611683,8.75,4.602988159880001,0.0,0.0,863,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,4,135,1,Brunca,4,Brunca,5,bi-parental,1,12.445703648699999,0,1,1.3333333333333333,8.0
7937,610000.0,3,7,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,2,0,2,2,1,3,4,4,4,30.25,16.5283846761,9.75,3.96074487944,0.0,0.0,846,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4,125,1,Brunca,4,Brunca,5,bi-parental,1,12.951673746700001,0,1,1.3333333333333333,9.0
8222,0.0,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,4,1,1,2,4,2,6,6,6,18.0,15.9895799403,2.83333333333,2.40947204913,0.0,0.0,875,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,4,120,1,Brunca,4,Brunca,5,bi-parental,1,9.76044439954,1,4,3.0,2.0
8165,0.0,3,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,2,1,1,2,1,3,4,4,4,30.25,15.6584641648,7.0,4.06201920232,0.0,0.0,869,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4,160,1,Brunca,4,Brunca,5,bi-parental,1,11.411734024400001,1,1,1.3333333333333333,7.0
8139,0.0,2,4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,1,2,2,2,4,4,4,22.0,14.177446878800001,4.0,2.44948974278,0.0,0.0,866,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2,4,152,1,Brunca,4,Brunca,5,bi-parental,1,12.0683632228,0,2,2.0,4.0
7967,100000.0,3,5,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1,0,1,2,2,4,3,2,5,5,5,12.8,8.42377587546,3.2,3.1240998703600003,0.0,0.0,849,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4,124,1,Brunca,4,Brunca,5,bi-parental,1,11.475130135499999,1,3,1.6666666666666667,3.0
8087,100000.0,3,6,4.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1,2,3,0,1,1,1,3,4,4,4,24.75,12.5772612281,8.25,3.69966214674,0.0,0.0,861,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,4,126,1,Brunca,4,Brunca,5,bi-parental,1,11.2897944136,1,1,1.3333333333333333,8.0
8034,0.0,3,5,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,2,0,2,2,1,3,4,4,4,31.5,18.5809041761,7.0,4.527692569069999,0.0,0.0,855,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,4,124,1,Brunca,4,Brunca,5,bi-parental,1,12.1199756231,0,1,1.3333333333333333,7.0
8031,100000.0,3,6,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,3,2,5,3,2,5,5,5,14.6,10.9471457467,4.6,4.029888335919998,0.0,0.0,855,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,4,124,1,Brunca,4,Brunca,4,monoparental,1,10.6406755417,1,3,1.6666666666666667,4.0
7903,280000.0,4,7,3.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1,0,1,0,2,2,1,2,3,3,3,21.0,14.1656862406,7.666666666669999,6.0184900284200005,0.333333333333,0.471404520791,843,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4,126,1,Brunca,4,Brunca,4,monoparental,1,13.742465320099999,0,1,0.75,7.0
8137,55000.0,2,3,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,2,1,1,2,2,2,4,4,4,25.0,19.1702895127,3.75,2.27760839479,0.0,0.0,866,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2,4,152,1,Brunca,4,Brunca,5,bi-parental,1,11.633199469700001,0,2,2.0,3.0
8224,0.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,1,2,1,1,2,2,2,17.5,10.5,8.0,7.0,0.0,0.0,875,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4,120,1,Brunca,4,Brunca,4,monoparental,1,11.957617696500002,0,1,2.0,8.0
